carat,cut,color,clarity,depth,table,price,x,y,z,volume,cut_encoded,color_encoded,clarity_encoded,segment
1.91,Premium,I,SI1,59.6,60.0,13092,8.02,7.98,4.77,305.27809199999996,3,1,2,2
2.26,Very Good,H,SI2,63.2,58.0,13095,8.38,8.26,5.26,364.090888,2,2,1,2
1.25,Ideal,G,VVS1,61.3,57.0,13096,6.9,6.94,4.24,203.03664000000003,4,3,6,2
1.71,Premium,I,VS1,60.7,60.0,13097,7.74,7.71,4.69,279.877626,3,1,4,2
1.71,Ideal,E,SI2,62.7,55.0,13097,7.69,7.62,4.8,281.26944000000003,4,5,1,2
2.0,Premium,D,SI2,61.9,59.0,13098,8.02,8.0,4.98,319.5168,3,6,1,2
1.96,Very Good,H,SI2,62.7,58.0,13099,7.86,7.93,4.95,308.53251,2,2,1,2
1.73,Very Good,H,VS2,59.2,61.0,13102,7.78,7.82,4.62,281.078952,2,2,3,2
1.79,Premium,I,VS1,62.6,59.0,13104,7.72,7.65,4.81,284.06897999999995,3,1,4,2
1.5,Premium,H,IF,63.0,59.0,13107,7.3,7.23,4.58,241.72782,3,2,7,2
2.03,Good,D,SI2,63.1,59.0,13109,8.12,7.99,5.08,329.584304,1,6,1,2
2.02,Ideal,I,SI2,61.7,57.0,13109,8.05,8.12,4.99,326.17634000000004,4,1,1,2
2.01,Very Good,J,VS2,61.1,59.0,13109,8.04,8.07,4.92,319.2233759999999,2,0,3,2
1.54,Ideal,G,VS2,62.0,55.6,13110,7.35,7.44,4.59,250.99955999999997,4,3,3,2
1.13,Very Good,D,VVS2,61.5,58.0,13111,6.64,6.67,4.09,181.14119199999996,2,6,5,0
1.5,Premium,G,VS2,60.5,59.0,13112,7.39,7.35,4.46,242.25159,3,3,3,2
2.0,Very Good,J,VS2,60.7,59.0,13113,8.12,8.15,4.94,326.91932,2,0,3,2
1.51,Ideal,G,VS2,61.9,57.0,13115,7.37,7.3,4.54,244.25654,4,3,3,2
2.02,Premium,I,SI2,58.0,58.0,13117,8.34,8.25,4.81,330.95204999999993,3,1,1,2
2.02,Premium,I,SI2,61.2,58.0,13117,8.11,8.04,4.94,322.109736,3,1,1,2
2.09,Premium,H,SI2,60.9,58.0,13119,8.23,8.2,5.0,337.43,3,2,1,2
1.53,Premium,G,VS1,60.2,59.0,13119,7.5,7.45,4.5,251.4375,3,3,4,2
1.54,Premium,G,VS2,61.8,58.0,13120,7.43,7.39,4.58,251.477266,3,3,3,2
1.72,Premium,H,VS2,61.9,56.0,13122,7.74,7.67,4.77,283.17486599999995,3,2,3,2
1.7,Premium,I,VVS2,61.7,57.4,13127,7.62,7.67,4.71,275.277834,3,1,5,2
2.02,Ideal,J,SI1,62.2,57.0,13132,8.06,8.11,5.03,328.79399800000004,4,0,2,2
1.58,Premium,G,VS2,62.6,59.0,13132,7.47,7.44,4.67,259.543656,3,3,3,2
2.01,Premium,J,SI2,60.8,57.2,13133,8.13,8.15,4.95,327.984525,3,0,1,2
2.0,Premium,H,SI2,61.5,61.0,13134,8.13,8.1,4.99,328.60647000000006,3,2,1,2
1.83,Very Good,E,SI2,62.8,56.0,13134,7.76,7.82,4.89,296.74084799999997,2,5,1,2
1.51,Premium,F,VS1,62.7,59.0,13134,7.31,7.23,4.56,241.001928,3,4,4,2
1.5,Ideal,G,VS2,60.7,54.0,13135,7.41,7.48,4.53,251.08340400000006,4,3,3,2
1.5,Ideal,G,VS2,61.7,54.0,13135,7.36,7.4,4.55,247.8112,4,3,3,2
1.5,Ideal,G,VS2,62.0,55.0,13135,7.33,7.36,4.56,246.006528,4,3,3,2
1.6,Ideal,F,SI1,61.1,55.0,13140,7.55,7.58,4.62,264.39798,4,4,2,2
2.02,Good,H,SI2,59.0,61.0,13144,8.26,8.31,4.89,335.652534,1,2,1,2
2.13,Premium,J,SI2,62.6,58.0,13148,8.21,8.18,5.13,344.519514,3,0,1,2
1.71,Very Good,F,SI1,63.3,53.0,13152,7.54,7.59,4.79,274.124994,2,4,2,2
1.52,Ideal,G,VS2,61.5,56.0,13153,7.38,7.45,4.56,250.71336,4,3,3,2
1.5,Ideal,G,VS2,62.2,54.0,13154,7.39,7.34,4.58,248.431108,4,3,3,2
1.51,Good,G,VVS2,63.8,59.0,13155,7.24,7.28,4.63,244.034336,1,3,5,2
2.75,Ideal,D,I1,60.9,57.0,13156,9.04,8.98,5.49,445.673808,4,6,0,2
1.51,Ideal,E,VS2,61.1,57.0,13157,7.43,7.41,4.53,249.40503900000002,4,5,3,2
1.51,Premium,G,VS2,60.8,60.0,13157,7.42,7.38,4.5,246.41819999999998,3,3,3,2
1.5,Good,F,VS2,58.6,64.0,13160,7.52,7.46,4.39,246.27548799999997,1,4,3,2
1.52,Very Good,G,VS2,61.9,56.0,13161,7.28,7.39,4.54,244.248368,2,3,3,2
1.51,Ideal,D,SI1,62.0,56.0,13162,7.35,7.39,4.57,248.226405,4,6,2,2
2.0,Premium,J,VS2,60.8,62.0,13162,8.12,8.09,4.93,323.855644,3,0,3,2
1.51,Ideal,G,VS2,62.2,59.0,13163,7.28,7.34,4.55,243.13016,4,3,3,2
1.2,Ideal,D,VVS2,62.7,56.0,13165,6.78,6.81,4.26,196.69186799999997,4,6,5,0
1.31,Ideal,G,VVS2,60.3,56.0,13168,7.09,7.15,4.29,217.47511500000002,4,3,5,2
1.71,Very Good,H,SI1,60.8,56.0,13169,7.77,7.73,4.71,282.892491,2,2,2,2
1.55,Ideal,E,SI1,61.5,56.0,13171,7.36,7.4,4.54,247.26656000000003,4,5,2,2
1.62,Premium,F,SI1,62.6,58.0,13177,7.48,7.53,4.7,264.72468000000003,3,4,2,2
1.56,Premium,G,VS2,61.9,58.0,13178,7.4,7.44,4.59,252.70704,3,3,3,2
1.24,Ideal,G,IF,62.0,55.0,13178,6.93,6.89,4.29,204.83763299999998,4,3,7,2
2.03,Premium,I,SI2,63.0,56.0,13182,8.12,8.05,5.09,332.71294,3,1,1,2
2.03,Premium,I,SI2,62.8,59.0,13182,8.08,8.04,5.06,328.71379199999996,3,1,1,2
2.03,Ideal,I,SI2,60.0,57.0,13182,8.32,8.2,4.96,338.3910399999999,4,1,1,2
2.1,Ideal,I,SI1,61.7,55.0,13182,8.21,8.13,5.04,336.40639200000004,4,1,2,2
1.63,Good,F,SI1,59.8,56.0,13187,7.57,7.64,4.55,263.14834,1,4,2,2
1.53,Very Good,G,VS1,62.8,59.0,13189,7.32,7.36,4.61,248.36467200000004,2,3,4,2
1.71,Ideal,H,VS2,62.4,58.0,13190,7.64,7.68,4.78,280.467456,4,2,3,2
1.51,Premium,H,IF,60.2,60.0,13194,7.44,7.41,4.47,246.432888,3,2,7,2
1.51,Premium,G,VS2,61.2,61.0,13194,7.44,7.33,4.52,246.499104,3,3,3,2
1.54,Very Good,D,SI1,63.0,59.0,13196,7.31,7.35,4.62,248.22566999999998,2,6,2,2
1.71,Ideal,G,SI1,62.1,56.0,13196,7.65,7.61,4.74,275.94621,4,3,2,2
2.06,Premium,I,SI2,62.7,60.0,13198,8.11,8.06,5.07,331.40866200000005,3,1,1,2
2.01,Premium,H,SI2,61.9,57.0,13199,8.13,7.96,4.98,322.2797040000001,3,2,1,2
1.27,Very Good,F,VVS1,62.5,56.0,13200,6.99,6.93,4.35,210.71704499999998,2,4,6,2
2.29,Ideal,J,SI2,62.3,57.0,13200,8.39,8.43,5.24,370.613148,4,0,1,2
2.01,Ideal,F,SI2,62.9,56.0,13201,8.05,7.9,5.02,319.2469,4,4,1,2
2.0,Very Good,J,VS1,61.0,51.6,13203,8.14,8.18,4.97,330.928444,2,0,4,2
3.0,Premium,G,I1,59.7,60.0,13203,9.42,9.26,5.58,486.73893599999997,3,3,0,2
2.14,Premium,J,SI2,61.5,59.0,13205,8.25,8.3,5.11,349.9072500000001,3,0,1,2
2.08,Very Good,H,SI2,63.4,59.0,13206,8.06,8.0,5.09,328.20320000000004,2,2,1,2
1.53,Premium,G,VS2,59.9,61.0,13206,7.54,7.45,4.49,252.21677000000003,3,3,3,2
1.52,Premium,G,VS1,61.5,58.0,13207,7.39,7.31,4.52,244.17446799999996,3,3,4,2
1.63,Very Good,H,VVS1,59.1,58.0,13211,7.68,7.84,4.59,276.36940799999996,2,2,6,2
2.09,Premium,J,SI2,60.0,60.0,13212,8.37,8.32,5.01,348.8883839999999,3,0,1,2
1.51,Ideal,G,VS2,59.8,57.0,13214,7.48,7.53,4.48,252.33331200000003,4,3,3,2
1.52,Very Good,F,VS2,60.9,56.0,13215,7.38,7.44,4.51,247.631472,2,4,3,2
2.01,Premium,J,SI1,63.0,57.0,13219,8.07,8.0,5.06,326.67359999999996,3,0,2,2
1.73,Premium,H,VS2,59.2,61.0,13221,7.82,7.78,4.62,281.078952,3,2,3,2
1.51,Premium,F,VS2,61.8,56.0,13221,7.39,7.28,4.53,243.710376,3,4,3,2
1.53,Very Good,G,VS2,58.9,59.0,13225,7.58,7.61,4.47,257.846586,2,3,3,2
2.01,Premium,J,VS2,61.5,60.0,13228,8.13,8.07,4.98,326.7333180000001,3,0,3,2
1.53,Very Good,G,VS1,60.3,59.0,13228,7.52,7.58,4.55,259.35727999999995,2,3,4,2
2.01,Premium,J,VS2,61.1,59.0,13228,8.07,8.04,4.92,319.2233759999999,3,0,3,2
2.03,Premium,D,SI2,61.7,58.0,13229,8.14,8.1,5.01,330.32933999999995,3,6,1,2
2.02,Ideal,I,SI2,61.7,57.0,13229,8.12,8.05,4.99,326.17634000000004,4,1,1,2
2.02,Premium,H,SI1,61.4,61.0,13229,8.09,8.03,4.95,321.565365,3,2,2,2
1.35,Ideal,G,VVS2,61.5,55.0,13230,7.11,7.16,4.39,223.484364,4,3,5,2
1.5,Good,D,VS2,64.1,54.0,13232,7.17,7.24,4.62,239.827896,1,6,3,2
2.11,Premium,H,SI2,61.0,58.0,13233,8.31,8.27,5.06,347.74192199999993,3,2,1,2
1.51,Ideal,G,VS2,62.0,56.0,13234,7.32,7.35,4.55,244.79909999999998,4,3,3,2
1.5,Very Good,G,VS2,63.5,54.0,13239,7.26,7.22,4.6,241.11911999999995,2,3,3,2
2.33,Good,G,SI2,63.9,60.0,13242,8.37,8.3,5.32,369.58572000000004,1,3,1,2
1.7,Ideal,I,VVS2,61.7,57.0,13247,7.67,7.62,4.71,275.277834,4,1,5,2
1.53,Good,H,IF,63.1,57.0,13248,7.25,7.34,4.6,244.78899999999996,1,2,7,2
1.53,Very Good,G,VS2,61.6,57.0,13248,7.3,7.4,4.53,244.71060000000003,2,3,3,2
1.51,Premium,F,VS2,63.0,56.0,13248,7.3,7.26,4.59,243.26082,3,4,3,2
2.17,Premium,H,SI1,62.3,58.0,13248,8.29,8.25,5.15,352.221375,3,2,2,2
1.73,Ideal,I,VS1,61.4,57.0,13250,7.7,7.65,4.71,277.44255,4,1,4,2
1.38,Ideal,G,VVS1,61.8,56.0,13250,7.15,7.12,4.41,224.50428000000002,4,3,6,2
1.73,Premium,I,VS1,61.8,58.0,13250,7.75,7.68,4.76,283.31519999999995,3,1,4,2
1.63,Very Good,G,VS2,62.5,57.0,13253,7.46,7.49,4.67,260.938118,2,3,3,2
2.01,Ideal,J,SI2,60.8,57.0,13253,8.15,8.13,4.95,327.984525,4,0,1,2
1.51,Ideal,E,SI1,62.2,56.0,13254,7.31,7.36,4.56,245.33529599999997,4,5,2,2
1.83,Ideal,E,SI2,62.8,56.0,13254,7.82,7.76,4.89,296.74084799999997,4,5,1,2
1.7,Premium,G,SI1,61.7,58.0,13256,7.69,7.6,4.72,275.85568,3,3,2,2
1.18,Ideal,F,VVS1,61.5,55.6,13257,6.79,6.83,4.19,194.314183,4,4,6,0
1.32,Ideal,G,VVS2,61.6,56.0,13261,7.03,7.08,4.35,216.50994,4,3,5,2
2.0,Ideal,J,VS2,62.3,55.0,13263,8.03,8.06,5.01,324.256218,4,0,3,2
2.18,Premium,I,SI1,63.0,58.0,13263,8.23,8.17,5.22,350.988102,3,1,2,2
2.02,Premium,F,SI2,61.3,58.0,13267,8.09,8.05,4.95,322.366275,3,4,1,2
2.01,Very Good,F,SI1,63.4,58.0,13275,8.03,7.96,5.07,324.068316,2,4,2,2
1.51,Good,G,VVS2,63.8,59.0,13275,7.28,7.24,4.63,244.034336,1,3,5,2
1.93,Very Good,I,SI1,62.8,58.0,13278,7.89,7.97,4.98,313.158834,2,1,2,2
2.5,Fair,H,SI2,64.9,58.0,13278,8.46,8.43,5.48,390.8215440000001,0,2,1,2
1.52,Ideal,E,SI1,62.1,56.0,13280,7.35,7.38,4.57,247.89051,4,5,2,2
1.52,Premium,G,VS2,61.9,56.0,13282,7.39,7.28,4.54,244.248368,3,3,3,2
1.54,Very Good,G,VS1,60.7,60.0,13284,7.43,7.55,4.55,255.23907499999999,2,3,4,2
2.02,Good,I,SI1,64.3,56.0,13286,7.85,7.99,5.09,319.252435,1,1,2,2
1.5,Very Good,D,VS2,62.4,59.0,13287,7.21,7.27,4.52,236.92348399999997,2,6,3,2
1.52,Premium,G,VS2,62.7,58.0,13287,7.38,7.29,4.6,247.48091999999997,3,3,3,2
1.71,Good,E,SI1,64.0,53.0,13287,7.68,7.54,4.87,282.008064,1,5,2,2
1.57,Premium,F,SI1,58.3,58.0,13288,7.72,7.68,4.49,266.210304,3,4,2,2
1.64,Ideal,F,SI1,61.8,55.0,13289,7.6,7.58,4.69,270.18152000000003,4,4,2,2
1.55,Ideal,E,SI1,61.5,56.0,13291,7.4,7.36,4.54,247.26656000000003,4,5,2,2
1.54,Premium,G,VS2,60.2,60.0,13292,7.51,7.44,4.5,251.4348,3,3,3,2
1.51,Premium,G,VS1,61.1,58.0,13293,7.38,7.36,4.5,244.4256,3,3,4,2
1.62,Premium,F,SI1,63.0,58.0,13298,7.47,7.43,4.69,260.304849,3,4,2,2
1.59,Ideal,D,SI1,61.3,56.0,13298,7.5,7.6,4.63,263.90999999999997,4,6,2,2
1.62,Premium,F,SI1,62.6,58.0,13298,7.53,7.48,4.7,264.72468000000003,3,4,2,2
1.7,Premium,H,VS2,62.4,57.0,13298,7.6,7.54,4.72,270.47488,3,2,3,2
1.56,Premium,G,VS2,61.9,58.0,13299,7.44,7.4,4.59,252.70704,3,3,3,2
2.12,Premium,H,SI2,61.5,59.0,13307,8.26,8.21,5.06,343.14187599999997,3,2,1,2
1.5,Good,G,VS2,61.4,58.8,13307,7.32,7.37,4.5,242.7678,1,3,3,2
1.01,Very Good,D,VVS1,62.8,57.0,13312,6.36,6.41,4.01,163.478076,2,6,6,0
1.54,Premium,D,SI1,63.0,59.0,13316,7.35,7.31,4.62,248.22566999999998,3,6,2,2
2.15,Good,G,SI2,63.8,58.0,13317,8.23,8.08,5.2,345.79168000000004,1,3,1,2
2.06,Premium,G,SI1,59.3,61.0,13317,8.44,8.36,4.98,351.380832,3,3,2,2
2.15,Premium,G,SI2,59.7,60.0,13317,8.4,8.37,5.01,352.24307999999996,3,3,1,2
1.27,Premium,F,VVS1,62.5,56.0,13320,6.99,6.93,4.35,210.71704499999998,3,4,6,2
2.0,Ideal,H,VS2,60.5,56.0,13320,8.34,8.22,5.01,343.459548,4,2,3,2
2.0,Very Good,H,SI1,63.2,54.0,13320,7.97,7.88,5.01,314.646036,2,2,2,2
2.0,Good,E,SI2,57.3,65.0,13320,8.26,8.22,4.72,320.474784,1,5,1,2
2.0,Ideal,H,SI1,62.9,56.0,13320,8.06,7.97,5.04,323.760528,4,2,2,2
1.2,Premium,E,VVS1,60.2,60.0,13321,6.84,6.97,4.16,198.327168,3,5,6,2
2.01,Very Good,I,SI2,61.8,58.0,13323,8.01,8.05,4.96,319.82328,2,1,1,2
1.53,Ideal,E,SI1,61.2,58.0,13324,7.39,7.44,4.54,249.616464,4,5,2,2
1.51,Ideal,F,VS2,61.7,57.0,13325,7.37,7.31,4.53,244.052391,4,4,3,2
1.71,Premium,D,SI2,60.6,60.0,13325,7.76,7.69,4.68,279.276192,3,6,1,2
2.14,Premium,J,SI2,61.5,59.0,13326,8.3,8.25,5.11,349.9072500000001,3,0,1,2
1.58,Premium,D,SI1,60.2,58.0,13329,7.6,7.46,4.56,258.53376,3,6,2,2
1.58,Premium,D,SI1,59.0,59.0,13329,7.68,7.63,4.52,264.86476799999997,3,6,2,2
1.52,Ideal,D,SI1,61.2,57.0,13329,7.47,7.4,4.55,251.51489999999998,4,6,2,2
1.5,Premium,F,VS2,62.4,57.0,13333,7.38,7.29,4.58,246.404916,3,4,3,2
1.51,Ideal,F,SI1,61.7,56.0,13334,7.35,7.41,4.55,247.80892499999996,4,4,2,2
1.51,Very Good,G,VVS2,62.1,59.0,13337,7.28,7.34,4.54,242.595808,2,3,5,2
1.99,Good,J,VS2,62.9,61.0,13338,7.91,8.06,4.99,318.13545400000004,1,0,3,2
2.1,Very Good,J,VS2,61.5,60.7,13340,8.16,8.21,5.03,336.9778080000001,2,0,3,2
2.01,Premium,H,VS2,62.8,58.0,13342,7.99,7.9,4.99,314.97379,3,2,3,2
1.06,Ideal,E,IF,62.0,57.0,13344,6.49,6.54,4.04,171.47618400000002,4,5,7,0
1.51,Very Good,G,VS1,61.8,57.0,13348,7.31,7.42,4.55,246.79290999999998,2,3,4,2
2.0,Ideal,F,SI2,61.6,57.0,13351,8.16,8.1,5.01,331.14096,4,4,1,2
1.51,Ideal,G,VS2,62.0,56.0,13355,7.35,7.32,4.55,244.79909999999998,4,3,3,2
2.19,Premium,J,SI2,61.8,60.0,13355,8.35,8.25,5.13,353.392875,3,0,1,2
2.03,Ideal,J,SI1,62.6,55.0,13357,8.06,8.1,5.06,330.34716,4,0,2,2
1.28,Ideal,G,IF,61.7,56.0,13360,6.95,6.99,4.3,208.89615,4,3,7,2
1.75,Premium,D,SI2,60.6,60.0,13363,7.74,7.78,4.7,283.02084,3,6,1,2
1.63,Ideal,F,SI1,61.5,56.0,13363,7.55,7.58,4.66,266.68714,4,4,2,2
1.73,Premium,F,SI1,58.0,62.0,13365,7.95,7.91,4.6,289.26869999999997,3,4,2,2
1.91,Premium,I,SI1,60.9,53.0,13367,8.11,8.07,4.93,322.657161,3,1,2,2
1.91,Premium,I,SI1,63.0,59.0,13367,7.91,7.87,4.97,309.390949,3,1,2,2
1.53,Ideal,G,VS2,61.6,57.0,13369,7.4,7.3,4.53,244.71060000000003,4,3,3,2
1.53,Very Good,H,IF,63.1,57.0,13369,7.34,7.25,4.6,244.78899999999996,2,2,7,2
2.21,Premium,H,SI2,62.9,60.0,13369,8.27,8.23,5.19,353.24229900000006,3,2,1,2
2.13,Fair,H,SI2,64.5,58.0,13370,8.09,8.01,5.19,336.31667100000004,0,2,1,2
2.13,Premium,I,SI1,62.5,60.0,13370,8.18,8.13,5.1,339.16733999999997,3,1,2,2
1.5,Very Good,D,VS2,63.0,59.0,13372,7.24,7.3,4.58,242.06215999999998,2,6,3,2
2.07,Ideal,F,SI2,60.5,57.0,13373,8.28,8.21,4.99,339.21421200000003,4,4,1,2
1.68,Ideal,H,SI1,61.9,56.0,13375,7.63,7.72,4.75,279.7921,4,2,2,2
1.71,Premium,H,VS2,62.5,58.0,13376,7.64,7.52,4.74,272.326272,3,2,3,2
1.5,Ideal,G,VS1,61.8,56.0,13377,7.38,7.31,4.54,244.92301199999997,4,3,4,2
1.51,Very Good,G,VS1,62.9,58.0,13378,7.32,7.41,4.63,251.13675600000002,2,3,4,2
1.5,Very Good,G,VS1,62.4,57.0,13379,7.24,7.31,4.54,240.27677599999998,2,3,4,2
2.01,Fair,F,SI1,58.6,95.0,13387,8.32,8.31,4.87,336.70790400000004,0,4,2,2
2.01,Premium,H,SI1,60.6,59.0,13387,8.23,8.17,4.97,334.178327,3,2,2,2
2.01,Premium,E,SI2,62.2,60.0,13387,8.02,7.96,4.97,317.280824,3,5,1,2
2.01,Ideal,E,SI2,62.1,57.0,13387,8.0,7.88,4.93,310.7872,4,5,1,2
1.52,Premium,F,VS2,60.5,58.0,13389,7.49,7.53,4.54,256.054638,3,4,3,2
1.75,Ideal,I,SI1,61.8,56.0,13393,7.67,7.71,4.75,280.894575,4,1,2,2
2.17,Premium,J,SI2,62.3,60.0,13395,8.33,8.2,5.15,351.77590000000004,3,0,1,2
1.58,Ideal,H,VVS2,61.4,56.0,13397,7.49,7.52,4.61,259.657328,4,2,5,2
2.03,Ideal,I,SI2,60.8,59.0,13398,8.12,8.2,4.96,330.25663999999995,4,1,1,2
1.7,Ideal,G,VS1,62.5,57.0,13398,7.61,7.57,4.74,273.060498,4,3,4,2
2.02,Fair,J,VS1,64.6,59.0,13399,7.95,7.9,5.12,321.56160000000006,0,0,4,2
2.01,Premium,J,VS2,60.5,60.0,13400,8.13,8.09,4.91,322.9390470000001,3,0,3,2
2.01,Premium,I,SI2,60.0,61.0,13400,8.13,8.08,4.86,319.2553440000001,3,1,1,2
2.1,Ideal,H,VS2,62.5,57.0,13403,8.21,8.18,5.12,343.84793600000006,4,2,3,2
1.11,Premium,D,VVS1,62.0,54.0,13405,6.67,6.63,4.16,183.963936,3,6,6,0
1.31,Ideal,G,VVS1,61.9,55.0,13406,7.03,7.05,4.36,216.08814000000004,4,3,6,2
1.7,Premium,G,SI1,62.1,57.0,13417,7.61,7.55,4.71,270.615405,3,3,2,2
1.86,Premium,G,SI2,62.8,58.0,13420,7.83,7.75,4.89,296.737425,3,3,1,2
2.0,Premium,G,SI2,62.9,58.0,13420,7.98,7.92,5.0,316.00800000000004,3,3,1,2
1.55,Ideal,H,IF,61.4,57.0,13421,7.42,7.47,4.57,253.30321800000002,4,2,7,2
2.14,Premium,H,SI2,61.2,57.0,13421,8.36,8.32,5.1,354.73152,3,2,1,2
1.53,Premium,F,VS2,62.2,58.0,13423,7.36,7.27,4.55,243.45775999999998,3,4,3,2
1.68,Ideal,H,VS2,61.3,56.0,13427,7.77,7.67,4.73,281.888607,4,2,3,2
1.5,Ideal,G,VS2,61.4,59.0,13428,7.37,7.32,4.5,242.7678,4,3,3,2
1.58,Ideal,E,SI1,61.0,57.0,13434,7.5,7.55,4.59,259.90875,4,5,2,2
2.08,Premium,F,SI2,62.0,60.0,13437,8.15,8.1,5.04,332.7156,3,4,1,2
1.37,Ideal,G,IF,62.3,54.0,13439,7.11,7.15,4.43,225.20569500000002,4,3,7,2
2.0,Fair,H,SI1,65.1,59.0,13442,7.83,7.77,5.08,309.06262799999996,0,2,2,2
1.68,Premium,G,VS1,58.2,57.0,13445,7.89,7.85,4.58,283.66917,3,3,4,2
1.71,Very Good,H,VS2,62.6,59.0,13445,7.54,7.58,4.73,270.334636,2,2,3,2
1.71,Ideal,H,VS2,62.5,57.0,13445,7.59,7.63,4.76,275.65969199999995,4,2,3,2
1.5,Premium,D,SI1,61.6,59.0,13445,7.4,7.3,4.53,244.71060000000003,3,6,2,2
2.02,Ideal,F,SI2,62.7,57.0,13453,8.07,7.93,5.03,321.895353,4,4,1,2
2.02,Premium,H,SI1,63.0,60.0,13453,7.85,7.79,4.93,301.47689499999996,3,2,2,2
2.12,Premium,H,SI2,61.5,59.0,13460,8.26,8.21,5.06,343.14187599999997,3,2,1,2
1.57,Ideal,G,VS1,61.9,55.0,13462,7.53,7.47,4.64,260.99582399999997,4,3,4,2
2.1,Ideal,J,VS2,61.5,61.0,13462,8.21,8.16,5.03,336.9778080000001,4,0,3,2
2.01,Good,I,SI1,64.1,62.0,13464,7.85,7.94,5.06,315.38473999999997,1,1,2,2
2.01,Very Good,I,SI1,61.7,60.0,13464,7.99,8.12,4.97,322.447636,2,1,2,2
1.73,Ideal,I,VS2,61.0,56.0,13465,7.72,7.79,4.73,284.456524,4,1,3,2
1.2,Ideal,E,VVS1,61.6,57.0,13474,6.78,6.83,4.19,194.02800600000003,4,5,6,0
1.51,Premium,F,VS2,62.2,60.0,13474,7.25,7.34,4.54,241.59609999999998,3,4,3,2
2.04,Premium,J,VS2,61.4,59.0,13477,8.04,8.14,4.97,325.264632,3,0,3,2
1.71,Ideal,H,SI1,61.8,57.0,13477,7.74,7.69,4.76,283.318056,4,2,2,2
2.0,Good,H,SI2,63.6,57.0,13480,8.01,7.97,5.08,324.30567599999995,1,2,1,2
1.52,Premium,G,VS2,62.0,58.0,13483,7.33,7.39,4.56,247.00927199999998,3,3,3,2
1.13,Ideal,E,VVS1,61.8,57.0,13485,6.66,6.71,4.13,184.563918,4,5,6,0
1.29,Ideal,D,VS1,62.4,55.0,13485,6.93,6.99,4.34,210.23263799999998,4,6,4,2
1.75,Premium,D,SI2,60.6,60.0,13485,7.78,7.74,4.7,283.02084,3,6,1,2
1.72,Premium,H,VS2,61.3,59.0,13486,7.69,7.72,4.72,280.21129599999995,3,2,3,2
2.01,Very Good,I,SI2,60.9,60.0,13488,8.0,8.15,4.92,320.784,2,1,1,2
2.07,Very Good,J,VS2,61.3,56.0,13495,8.16,8.2,5.02,335.89823999999993,2,0,3,2
2.01,Ideal,G,SI2,63.0,56.0,13498,7.98,7.9,5.0,315.21000000000004,4,3,1,2
2.02,Very Good,J,VS2,62.6,58.0,13499,8.03,8.1,5.05,328.46714999999995,2,0,3,2
1.72,Good,F,SI1,64.3,60.0,13499,7.52,7.56,4.85,275.72831999999994,1,4,2,2
1.72,Good,F,SI1,63.2,61.0,13499,7.57,7.62,4.8,276.88032000000004,1,4,2,2
1.51,Very Good,G,VVS2,63.6,57.0,13500,7.2,7.32,4.62,243.49248,2,3,5,2
2.09,Very Good,I,SI2,63.1,60.0,13500,8.04,8.12,5.1,332.9524799999999,2,1,1,2
2.33,Very Good,H,SI2,63.2,56.0,13500,8.44,8.35,5.31,374.2169399999999,2,2,1,2
2.02,Fair,H,SI1,66.3,57.0,13502,7.71,7.79,5.14,308.71302599999996,0,2,2,2
1.76,Very Good,H,VS2,62.2,60.0,13503,7.68,7.72,4.79,283.99718399999995,2,2,3,2
1.5,Premium,F,VS2,62.0,53.0,13506,7.37,7.33,4.56,246.34077599999998,3,4,3,2
1.5,Premium,F,VS2,61.3,58.0,13506,7.36,7.31,4.5,242.1072,3,4,3,2
1.54,Ideal,G,VS2,60.2,59.0,13508,7.47,7.52,4.51,253.34654399999994,4,3,3,2
2.2,Ideal,I,SI2,62.2,56.0,13512,8.33,8.29,5.17,357.01796899999994,4,1,1,2
1.5,Premium,E,VS1,60.1,60.0,13513,7.42,7.48,4.48,248.64716800000005,3,5,4,2
1.51,Good,G,VS1,62.4,59.0,13515,7.25,7.28,4.53,239.09340000000003,1,3,4,2
1.5,Very Good,G,VS2,61.1,60.0,13528,7.4,7.3,4.49,242.54980000000003,2,3,3,2
1.29,Ideal,E,VVS2,59.8,59.0,13530,7.07,7.11,4.24,213.13504800000004,4,5,5,2
1.52,Premium,F,VS2,59.4,60.0,13530,7.61,7.5,4.49,256.26675,3,4,3,2
2.0,Ideal,H,VS2,61.6,57.0,13531,8.11,8.08,4.99,326.98871199999996,4,2,3,2
1.51,Ideal,G,VS2,62.1,55.0,13532,7.33,7.38,4.57,247.215978,4,3,3,2
1.25,Ideal,E,VVS1,62.6,56.0,13536,6.83,6.91,4.3,202.93979000000002,4,5,6,2
1.5,Very Good,F,VS2,59.7,56.0,13537,7.42,7.46,4.44,245.76820800000002,2,4,3,2
1.22,Ideal,F,VVS1,62.0,54.0,13539,6.88,6.9,4.27,202.70543999999998,4,4,6,2
2.14,Premium,G,SI2,60.7,59.0,13540,8.37,8.31,5.06,351.946782,3,3,1,2
2.0,Very Good,J,VS2,60.7,60.0,13542,8.05,8.17,4.92,323.58102,2,0,3,2
2.0,Good,J,VS2,58.0,62.0,13542,8.17,8.25,4.76,320.8359,1,0,3,2
2.0,Good,J,VS2,61.4,63.0,13542,8.01,8.08,4.94,319.720752,1,0,3,2
2.05,Premium,J,VS2,62.3,60.0,13543,8.09,8.15,5.06,333.62350999999995,3,0,3,2
